id,listing_url,name,description,picture_url,host_id,host_response_time,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
317546,https://www.airbnb.com/rooms/317546,Shining view in the city heart 7,"Shining view in the city heart 7<br /><br /><b>The space</b><br />#IF THE DATES YOU WISH AREN’T AVAILABLE, PLEASE, CHECK BELOW ON THE RIGHT SIDE OF THIS PAGE, WE HAVE OTHER OPTIONS IN THE SAME BUILD, AT THE RIGHT PLACE! THANKS#<br /><br />Recently renovated apartment with modern architecture in an old building, in the heart of Oporto, with the Douro River and the wine cellars of Porto on its feet. Upon arrival you will feel the comfort of a real home prepared specially for your needs.<br /><br />The apartment is located in an iconic building 2 min walk from the famous Ribeira with its restaurants, bars and boat trips, 2 min from the cathedral and 7 min from São Bento station.<br /><br />Property Type:<br /><br />    apartment<br /><br />Accommodation Type:<br /><br />    self-catering<br /><br />Floor Area:<br /><br />    45 m²<br /><br />Location Type:<br /><br />    waterfront<br /><br />    city centre<br /><br />Theme:<br /><br />    historic<br />    family<br /><br />General:<br",https://a0.muscache.com/pictures/miso/Hosting-317546/original/4baf831a-9184-42ee-99ba-63d0a1dbe845.jpeg,1630185,within an hour,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14321,-8.61676,Entire home/apt,4,2,2,"[""Hangers"", ""Wifi"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Air conditioning"", ""Luggage dropoff allowed"", ""First aid kit"", ""Hair dryer"", ""Essentials"", ""Cable TV"", ""Heating"", ""Shampoo"", ""Fire extinguisher"", ""Elevator"", ""Hot water"", ""Kitchen"", ""Paid parking on premises"", ""Long term stays allowed""]",$179.00,138,4.89,4.89,4.94,4.9,4.93,4.91,4.89,1.13
322277,https://www.airbnb.com/rooms/322277,"Secluded mountain house, 50m River Paiva","<b>The space</b><br />Cabeira House (named for being the home there will be ""along the path to the River"") is located in the small village of Paradinha currently no permanent inhabitants. It is in a small valley, embedded in the Arouca Geopark. Excellent for those who love nature and quiet river.<br /> Near:<br /> Located 22km and 7km of Arouca Alvarenga, known for its superb steaks, beef breed Arouquesa.<br /> River Paiva much sought after by lovers of extreme sports (rafting, kayaking, climbing, canyoning).<br /> Arouca Geopark, several walking trails, Career Mill, Arouca Monastery, Frecha Mizarela (falling water), Saw da Freita, Pillory Alvarenga.<br /><br />Possibility of meals prepared at home ... breakfast, snacks, typical Portuguese food or something to your liking ... or even a surprise for someone special ... or .. a party Thematic ... the mot is released .. .<br /><br /><b>Guest access</b><br />Interior: <br />3 bedrooms (2 double and 1 ""twin"" with bunk beds) , 2 bathrooms, k",https://a0.muscache.com/pictures/21246947/fee314f8_original.jpg,1650486,within a day,,Alvarenga,AROUCA,40.96872,-8.164,Entire home/apt,6,3,4,"[""E ainda Fog\u00e3o a lenha stainless steel oven"", ""Mini fridge"", ""Free dryer \u2013 In unit"", ""Extra pillows and blankets"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Lake access"", ""Hangers"", ""Clothing storage"", ""Baking sheet"", ""Nespresso machine"", ""Outdoor dining area"", ""Toaster"", ""Free parking on premises"", ""Bread maker"", ""Fire pit"", ""BBQ grill"", ""Dishes and silverware"", ""Refrigerator"", ""Beachfront"", ""Kitchen"", ""Free street parking"", ""Outdoor shower"", ""Dining table"", ""Iron"", ""Freezer"", ""Private garden or backyard"", ""Indoor fireplace"", ""Microwave"", ""First aid kit"", ""Luggage dropoff allowed"", ""Beach essentials"", ""Coffee maker"", ""Hot water"", ""Outdoor furniture"", ""Host greets you"", ""Private patio or balcony"", ""Stainless steel gas stove"", ""Cooking basics"", ""Wine glasses"", ""TV with standard cable"", ""Hot water kettle"", ""Fire extinguisher"", ""Private pool"", ""Portable fans"", ""Bidet"", ""Long term stays allowed""]",$150.00,24,4.63,4.78,4.38,5.0,4.91,4.83,4.57,0.22
322467,https://www.airbnb.com/rooms/322467,Porto Luxury Suite,"Venha conhecer ou revisitar o Porto numa casa totalmente renovada burguesa do séc. XIX num Quarto Tranquilo, Maravilhoso e Amplo com entrada de luz natural e varanda para o Jardim.<br />Tem quarto de banho privativo, Internet e TV, minibar e cafeteira.<br /><br /><b>The space</b><br />A casa situa-se na rua histórica de Álvares Cabral, a rua de maior estatuto social do centro do Porto e classificada como Património de Interesse Nacional.<br /><br />Perto da casa existem supermercados, restaurantes, papelarias e lojas tradicionais.<br /><br />Está no Centro do Porto e, caminhando, poderá conhecer todos os Pontos de Interesse, arquitetónico, histórico, cultural, paisagístico como:<br />Câmara Municipal, Clérigos, Estação de São Bento, Magestic<br />Palácio da Bolsa, Alfândega, Sé do Porto, Ponte Luís I<br />Casa da Musica, Coliseu, Museu de Serralves, Soares dos Reis, Museu do Eléctrico<br />Rio Douro, Cais de Gaia - Caves do vinho do Porto, Pavilhão Super Bock Rosa Mota<br /><br /><b>Gu",https://a0.muscache.com/pictures/18254720/42002c14_original.jpg,1651078,within an hour,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15466,-8.61585,Private room,4,1,2,"[""Wifi"", ""Mini fridge"", ""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Paid street parking off premises"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Hangers"", ""Carbon monoxide alarm"", ""Piano"", ""Dishes and silverware"", ""HDTV with premium cable, standard cable"", ""Body soap"", ""Crib"", ""Patio or balcony"", ""Lock on bedroom door"", ""Backyard"", ""Shower gel"", ""Luggage dropoff allowed"", ""First aid kit"", ""Heating"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Outdoor furniture"", ""Wine glasses"", ""Laundromat nearby"", ""Fire extinguisher"", ""Smoke alarm"", ""Portable fans"", ""Elevator"", ""Bidet"", ""Long term stays allowed""]",$70.00,470,4.76,4.83,4.88,4.91,4.85,4.6,4.79,4.13
366442,https://www.airbnb.com/rooms/366442,Portugal - Vila Do Conde! Location!,"<b>The space</b><br />In the middle of a lively mix of beach-side cafés, coffee bars, discotheques, bars, restaurants, quality hotels, main street along side the most popular beach and a 1930's classy newly-renovated casino!   This is a perfect place to stay!  only 100 metres from the beach and 500 metres from the casino!<br /><br />During the Summer there is a vast array of traditional festivals and plenty of entertainment throughout.  There are also great heritage attractions around the apartment, one being an old medievil castle located approximately 500 meters away.<br /><br />The nearest metro stop is Portas Fronhas, about 1km away, where you can catch the (largely above ground) red line to Porto, with stops at the major concert hall Casa da Música, some of the most central areas in downtown Porto (Trindade, Bolhão, etc) and one of the central train stations, Campanhã. If you enjoy going for a stroll, head north in the coastline towards Póvoa de Varzim for some more beaches and se",https://a0.muscache.com/pictures/17305571/b24026d7_original.jpg,1850073,a few days or more,"Vila do Conde, Porto District, Portugal",Vila do Conde,VILA DO CONDE,41.36886,-8.75795,Entire home/apt,4,2,2,"[""Hangers"", ""Wifi"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Cable TV"", ""Free street parking"", ""Hot water"", ""Kitchen"", ""Long term stays allowed""]",$80.00,19,4.28,4.67,4.59,4.5,4.5,4.0,4.17,0.17
366590,https://www.airbnb.com/rooms/366590,Shining view in the city heart 6,"Shining view in the city heart 6<br /><br /><b>The space</b><br />#IF THE DATES YOU WISH AREN’T AVAILABLE, PLEASE, CHECK BELOW ON THE RIGHT SIDE OF THIS PAGE, WE HAVE OTHER OPTIONS IN THE SAME BUILD, AT THE RIGHT PLACE! THANKS#<br /><br />Recently renovated apartment with modern architecture in an old building, in the heart of Oporto, with the Douro River and the wine cellars of Porto on its feet. Upon arrival you will feel the comfort of a real home prepared specially for your needs.<br /><br />The apartment is located in an iconic building 2 min walk from the famous Ribeira with its restaurants, bars and boat trips, 2 min from the cathedral and 7 min from São Bento station.<br /><br />Property Type:<br /><br />    apartment<br /><br />Accommodation Type:<br /><br />    self-catering<br /><br />Floor Area:<br /><br />    40 m²<br /><br />Location Type:<br /><br />    waterfront<br /><br />    city centre<br /><br />Theme:<br /><br />    historic<br />    family<br /><br />General:<br",https://a0.muscache.com/pictures/d0595e96-8ddc-4810-9602-30fdb2a4a7bb.jpg,1630185,within an hour,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14386,-8.61667,Entire home/apt,3,1,2,"[""Hangers"", ""Wifi"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Air conditioning"", ""Paid parking off premises"", ""Dryer"", ""Luggage dropoff allowed"", ""First aid kit"", ""Hair dryer"", ""Essentials"", ""Cable TV"", ""Fire extinguisher"", ""Shampoo"", ""Elevator"", ""Hot water"", ""Kitchen"", ""Long term stays allowed""]",$120.00,32,4.83,4.9,4.97,4.9,4.93,4.79,4.79,0.26
383641,https://www.airbnb.com/rooms/383641,Suite in the center of Oporto!,"Comfort, tranquility, wellness, in Centre of Porto City :)<br /><br /><b>The space</b><br />Suite with private WC, mini-bar, tv, internet wireless, heating, dressing room.<br /><br /><br />This beautifull bedroom is located in the center of Oporto. The bedroom has private WC, fridge and central heating. The bedroom has also a very nice view to the house's garden.<br />This bedroom sleeps 2 to 4 persons, 2 in a big double bed and 2 in 2 single beds.<br />The house is from the 19th century and it has been fully renovated, maintaining its original style. The house has a large kitchen near the garden, fully equipped and with a dish washer machine. The house has a large garden where you can eat outdoors or just relax and get a little fresh air and sunshine.<br />The house has gym and you can use it if you want.<br /><br />Nearby you have access to Metro (Subway), Bus, and Train Station.<br />Near the house there are supermarkets, restaurants, stationers and traditional stores.<br />And we c",https://a0.muscache.com/pictures/18254722/52be83d2_original.jpg,1651078,within an hour,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15466,-8.61585,Private room,4,1,3,"[""Wifi"", ""Mini fridge"", ""Extra pillows and blankets"", ""Paid street parking off premises"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""HDTV with premium cable"", ""Hangers"", ""Piano"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Body soap"", ""Crib"", ""Lock on bedroom door"", ""Backyard"", ""Bathtub"", ""Shower gel"", ""Luggage dropoff allowed"", ""First aid kit"", ""Heating"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Outdoor furniture"", ""Host greets you"", ""Wine glasses"", ""Laundromat nearby"", ""Clothing storage: walk-in closet and closet"", ""Fire extinguisher"", ""Smoke alarm"", ""Portable fans"", ""Bidet"", ""Long term stays allowed""]",$57.00,452,4.65,4.69,4.81,4.87,4.85,4.59,4.67,3.77
386984,https://www.airbnb.com/rooms/386984,Fontielas Houses | House T1 with shared Pool,"Accommodation located 25 minutes from Porto and in a strategic rural place to get to know the north of Portugal. <br /> <br />Small house with terrace and shared swimingpool and park for car.<br />Our rentals were the first AL-Accommodation Local in the region, listed with the numbers 1 and 2 of the municipality and the 7562/AL ; 7563/AL in Portugal Tourism.<br /><br /><b>The space</b><br />This house is set in a residential area, 25 km from Porto and 6 km from the town Paredes and 30km of beaches (just 30 min in transport).<br /> The area is rural in a relaxing country area, ideal for those wishing to enjoy the tranquility of the countryside and being with nature.<br /> It lies in a region of cultural-tourist, staying at a distance of 1km from the Monastery of San Pedro de Cête, 500m to the Chapel of Our Lady of the Valley and 2km from the Monastery of the Savior of Paço de Sousa.<br /> Outer space is in common use where there are two outdoor barbecues, car park, a swimming pool for a",https://a0.muscache.com/pictures/b1b744f4-58bc-49c4-9358-4354ba7cc1a1.jpg,259711,N/A,,Cete,PAREDES,41.17447,-8.35492,Entire home/apt,4,1,1,"[""Wifi"", ""Extra pillows and blankets"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Pool"", ""Hangers"", ""High chair"", ""Free parking on premises"", ""BBQ grill"", ""TV"", ""Dishes and silverware"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Patio or balcony"", ""Iron"", ""Backyard"", ""Microwave"", ""First aid kit"", ""Coffee maker"", ""Washer"", ""Hot water"", ""Host greets you"", ""Pack \u2019n play/Travel crib"", ""Oven"", ""Fire extinguisher"", ""Stove"", ""Cooking basics"", ""Long term stays allowed""]",$57.00,9,4.56,4.56,4.78,4.89,4.67,4.44,4.44,0.11
393987,https://www.airbnb.com/rooms/393987,Old city! River View! Indoor Parking!,"Charming recent double bedroom apartment, combining a stunning river view with a central location in the old district! 5m walking from Cathedral, Luis I iron bridge, Ribeira panoramic elevator, Batalha Square, Sta. Catarina street and Majestic caffé!<br /><br /><b>The space</b><br />The Apartment:<br /><br />Double room apartment located on the 2nd floor with elevator of a modern and recently built condo (2010), right in the city center, fully equipped and with surely the Best river view in town! <br />Picturesquely situated in a cliff at one of the oldest districts of Porto (the Fontainhas district) it will make you feel almost as if you were standing in a natural balcony overviewing the Douro river! <br /><br />The Equippment:<br /><br />The apartment has all the facilities for a short stay, and the comfort for a longer family holiday such as:<br />- Red Room (one double bed 160x220cm)<br />- Blue Room (three single beds 90x200cm each)<br />- Living room with large sofa confortable f",https://a0.muscache.com/pictures/8ddbdb2a-b146-49ba-9044-3de111e2672b.jpg,1969579,within an hour,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14285,-8.6054,Entire home/apt,5,2,4,"[""Wifi"", ""Waterfront"", ""Hair dryer"", ""Essentials"", ""Cable TV"", ""Room-darkening shades"", ""Hangers"", ""High chair"", ""Free parking on premises"", ""Dishes and silverware"", ""Refrigerator"", ""Beachfront"", ""Kitchen"", ""Free street parking"", ""Crib"", ""Patio or balcony"", ""Iron"", ""Outlet covers"", ""Microwave"", ""First aid kit"", ""Heating"", ""Shampoo"", ""Coffee maker"", ""Washer"", ""Hot water"", ""Outdoor furniture"", ""Host greets you"", ""TV with standard cable"", ""Dryer"", ""Oven"", ""Fire extinguisher"", ""Stove"", ""Elevator"", ""Cooking basics"", ""Long term stays allowed""]",$91.00,329,4.79,4.9,4.79,4.85,4.87,4.87,4.82,2.73
399584,https://www.airbnb.com/rooms/399584,Rustic House,"The house is perfect! Magnificent garden with fruit trees, ponds, patios, and a 12-meter long covered swimming pool,  excellent for an early morning swim. Train to Porto at 5 min, a shopping center at 5 min and a bakery nearby. Very well equipped, with a fully functional laundry room, pool stretchers, including beach towels, fully equipped kitchen and bathrooms! There are also two bicycles for your rides and a vintage table football (foosball) for frenzied games and great laughs!<br /><br /><b>The space</b><br />I'm renting out an amazing stone house dating back to 1740, just 15km away from Porto. It's a great place to spend some relaxing holidays in the countryside. <br /><br />The house has 2 bedrooms, one with a double bed and the other with two single beds. Both rooms have a bathroom and there's also a third guest WC. The kitchen is fully equipped (including a stove, fridge, microwave oven, dishwasher and a table). There's also a washing machine, an iron and an ironing board in the",https://a0.muscache.com/pictures/24924196/6cee5e6e_original.jpg,1994633,within a day,"Maia, Porto, Portugal",São Pedro Fins,MAIA,41.25363,-8.54319,Entire home/apt,7,3,5,"[""Board games"", ""Wifi"", ""Record player"", ""Fireplace guards"", ""Baby bath"", ""Extra pillows and blankets"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Room-darkening shades"", ""Bikes"", ""Hangers"", ""Private entrance"", ""Baking sheet"", ""Nespresso machine"", ""Gas stove"", ""Conditioner"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Toaster"", ""Free parking on premises"", ""HDTV with standard cable, premium cable"", ""BBQ grill"", ""Dishes and silverware"", ""Body soap"", ""Shared outdoor pool"", ""Refrigerator"", ""Free street parking"", ""Kitchen"", ""Crib"", ""Dining table"", ""Iron"", ""Freezer"", ""Bathtub"", ""Children\u2019s books and toys"", ""Shower gel"", ""Window guards"", ""Indoor fireplace"", ""Microwave"", ""First aid kit"", ""Luggage dropoff allowed"", ""Sound system"", ""Beach essentials"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Washer"", ""Outdoor furniture"", ""Shared fenced garden or backyard"", ""Shared patio or balcony"", ""Cooking basics"", ""Wine glasses"", ""Pack \u2019n play/Travel crib"", ""Barbecue utensils"", ""Laundromat nearby"", ""Building staff"", ""Safe"", ""Long term stays allowed"", ""Single level home"", ""Dryer"", ""Ethernet connection"", ""Central heating"", ""Hot water kettle"", ""Fire extinguisher"", ""Oven"", ""Bidet"", ""Cleaning products""]",$180.00,125,4.75,4.77,4.66,4.87,4.89,4.59,4.73,1.04
400097,https://www.airbnb.com/rooms/400097,3rd Studio,"Located in Santa Catarina street, Porto’s most famous shopping street, the studio is simply decorated and elevator accessible. It includes cable TV, wifi and is ideal for an independent stay, offering all the necessary utensils to prepare meals.<br /><br /><b>The space</b><br />A cozy studio, ideal for who wants to visit the historical downtown of Porto.<br />In addition to the central location in the city of Porto and the kindness and friendliness of our service, we're pleased to provide you the following services:<br />- Touristic information;<br />- Car, scooter and bike rental;<br />- Souvenirs;<br />- Ticket office for Tours, cruises and hop-on hop-off bus.<br /><br />The studio has wooden floor and  is endowed with the following equipment:<br />- Private bathroom with walk-in shower.<br />- Cable Tv.<br />- LCD TV.<br />- Wireless Internet.<br /><br /><b>Other things to note</b><br />I also offer other services such as touristic information’s and tickets (touristic bus, cruises, ",https://a0.muscache.com/pictures/b2b23437-065e-4c01-8247-c61e70b9c6e5.jpg,1997241,within an hour,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15389,-8.60342,Entire home/apt,3,,2,"[""Wifi"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Paid parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""Iron"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Microwave"", ""Coffee maker"", ""Hot water"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Building staff"", ""Oven"", ""Fire extinguisher"", ""Stove"", ""Elevator"", ""Long term stays allowed""]",$84.00,71,4.43,4.45,4.61,4.67,4.35,4.38,4.42,0.58
400129,https://www.airbnb.com/rooms/400129,Studio 3,"This studio includes a double bed, sofa bed and single bed. The bathroom is fully equipped with bidet, bath/shower and hairdryer. <br />The kitchenette is ideal for an independent stay. It comes with a stovetop, refrigerator, electric kettle, microwave, coffee machine and toaster. There is also a dining area for 6 persons and a cable TV. <br />Free WiFi is available as well as linen and towels.<br /><br /><b>The space</b><br />A cozy studio, ideal for who wants to visit the historical downtown of Porto.<br />In addition to the central location in the city of Porto and the kindness and friendliness of our service, we're pleased to provide you the following services:<br />- Touristic information;<br />- Car, scooter and bike rental;<br />- Souvenirs;<br />- Ticket office for Tours, cruises and hop-on hop-off bus.<br /><br />The studio has wooden floor and  is endowed with the following equipment:<br />- Private bathroom with walk-in shower.<br />- Cable Tv;<br />- LCD TV;<br />- Wireless",https://a0.muscache.com/pictures/e97755db-f500-43d2-9dd9-ddefdda6a3d5.jpg,1997241,within an hour,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1524,-8.60596,Entire home/apt,3,,2,"[""Wifi"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Paid parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""Iron"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Microwave"", ""Coffee maker"", ""Hot water"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Building staff"", ""Fire extinguisher"", ""Stove"", ""Elevator"", ""Long term stays allowed""]",$74.00,15,4.13,4.47,4.47,4.4,4.47,4.47,4.4,0.13
400134,https://www.airbnb.com/rooms/400134,Studio 4,"Located in Santa Catarina street, Porto’s most famous shopping street, this studio is simply decorated and elevator accessible. It includes cable TV, wifi and is ideal for an independent stay, offering all the necessary utensils to prepare meals.<br /><br /><b>The space</b><br />A cosy studio, ideal for who wants to visit the historical downtown of Porto.<br /> In addition to the central location in the center of Porto and the kindness and friendliness of our service, we're pleased to provide you the following services:<br />- Touristic information;<br />- Car, scooter and bike rental;<br />- Souvenirs;<br />- Ticket office for Tours, cruises and hop-on hop-off bus.<br /><br /> Whether staying for business or pleasure, we are at your disposal to provide you with all the amenities your stay can ask for.<br />The studio has wooden floor and overlooks the “Santa Catarina” street.<br />For your convenience, the studio is endowed with the following equipment:<br />- Private bathroom with wa",https://a0.muscache.com/pictures/6b6a42ee-c38b-4004-a6c5-152cd8394287.jpg,1997241,within an hour,"Porto, Portugal",Bonfim,PORTO,41.15215,-8.60375,Entire home/apt,4,,4,"[""Wifi"", ""Dishwasher"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Cable TV"", ""Paid parking on premises"", ""Hangers"", ""High chair"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""Iron"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Microwave"", ""Coffee maker"", ""Hot water"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Building staff"", ""Oven"", ""Fire extinguisher"", ""Stove"", ""Elevator"", ""Cooking basics"", ""Long term stays allowed""]",$88.00,12,4.18,4.33,4.67,4.42,4.33,4.58,4.42,0.11
403114,https://www.airbnb.com/rooms/403114,Blue Oporto Home River Front - Ribeira,"Oporto Home Boutique Apartments – River Front is comprised of 6 tourist apartments, all located in the same building, fully equipped so that our guests can fully enjoy their leisure or business stay. The building dates from the 18th century and is classified as part of the UNESCO World Heritage Site. It was completely renovated inside and out, combining contemporary design with historical elements in keeping with the architectural setting of Ribeira.<br />The decoration and design are simple, practical and neutral enough to be appreciated by all the cultures that visit us and without ever forgetting the typical Portuguese elements. The building does not have a reception but we are at your disposal 24/7 via cell phone and email.<br /><br />It is possible to request a crib in the apartment, upon availability!<br /><br /><b>The space</b><br />Designed to accommodate up to 4 people, Blue Oporto Home is located on the 1st floor of a 3-story building, right in front of the river. With 6 larg",https://a0.muscache.com/pictures/prohost-api/Hosting-403114/original/6754f824-ec41-4ab4-8080-348592711d29.jpeg,2010935,within an hour,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.13899,-8.6151,Entire home/apt,4,1,2,"[""Wifi"", ""Hair dryer"", ""Essentials"", ""Lockbox"", ""Hangers"", ""High chair"", ""TV"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""Iron"", ""Air conditioning"", ""Microwave"", ""Shampoo"", ""Coffee maker"", ""Hot water"", ""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Stove"", ""Elevator"", ""Cooking basics"", ""Long term stays allowed""]",$207.00,135,4.95,4.92,4.95,4.92,4.97,4.98,4.88,1.11
404688,https://www.airbnb.com/rooms/404688,Holiday Villa - Casa do Sobreiro,"<b>The space</b><br />Only 20 minutes from the city of Oporto, "" Casa do Sobreiro"" was recently renovated and managed to keep the original structure and architecture, which is typical of the Douro region.<br /><br />An old mill for the production of olive oil was kept intact and is certainly an interesting feature of the Casa do Sobreiro.<br /><br />In the surrounding area, the focus is on the beach and a small marina with restaurants where you can enjoy the best Portuguese gastronomy.<br />You can also explore the Douro river cruises.<br /><br />Accommodation<br /><br />Casa do Sobreiro offers self catering accommodation for up to 8 propõe.<br />The house compromises:<br />- Four bedrooms<br />- extensive loung and dining area<br />- full equiped kitchen<br />- three bathrooms<br />- cable tv<br />- fireplace<br />- hifi and dvd<br />- swimming pool<br />- barbecue<br />- car park<br /><br />Outside<br /><br />In the garden there are sunshades and sun loungers and 2 swings located nea",https://a0.muscache.com/pictures/17560084/6ea6f74b_original.jpg,2016951,within a day,,Melres e Medas,GONDOMAR,41.07471,-8.41248,Entire home/apt,9,4,6,"[""Wifi"", ""Fireplace guards"", ""Waterfront"", ""Extra pillows and blankets"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Children\u2019s dinnerware"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""BBQ grill"", ""TV"", ""Dishes and silverware"", ""Refrigerator"", ""Kitchen"", ""Crib"", ""Iron"", ""Air conditioning"", ""Backyard"", ""Indoor fireplace"", ""Microwave"", ""First aid kit"", ""Coffee maker"", ""Washer"", ""Private patio or balcony"", ""Oven"", ""Fire extinguisher"", ""Private pool"", ""Stove"", ""Smoke alarm"", ""Long term stays allowed""]",$150.00,87,4.57,4.68,4.47,4.66,4.69,4.75,4.64,0.80
424705,https://www.airbnb.com/rooms/424705,Shining view in the city heart 5,"Shining view in the city heart 5<br /><br /><b>The space</b><br />#IF THE DATES YOU WISH AREN’T AVAILABLE, PLEASE, CHECK BELOW ON THE RIGHT SIDE OF THIS PAGE, WE HAVE OTHER OPTIONS IN THE SAME BUILD, AT THE RIGHT PLACE! THANKS#<br /><br />Recently renovated apartment with modern architecture in an old building, in the heart of Oporto, with the Douro River and the wine cellars of Porto on its feet. Upon arrival you will feel the comfort of a real home prepared specially for your needs.<br /><br />The apartment is located in an iconic building 2 min walk from the famous Ribeira with its restaurants, bars and boat trips, 2 min from the cathedral and 7 min from São Bento station.<br /><br />Property Type:<br /><br />    apartment<br /><br />Accommodation Type:<br /><br />    self-catering<br /><br />Floor Area:<br /><br />    45 m²<br /><br />Location Type:<br /><br />    waterfront<br /><br />    city centre<br /><br />Theme:<br /><br />    historic<br />    family<br /><br />General:<br",https://a0.muscache.com/pictures/2c556dfb-0ed6-42c0-9ce0-5a5dc0626a58.jpg,1630185,within an hour,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14267,-8.61718,Entire home/apt,4,2,2,"[""Hangers"", ""Wifi"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Luggage dropoff allowed"", ""First aid kit"", ""Hair dryer"", ""Essentials"", ""Cable TV"", ""Heating"", ""Shampoo"", ""Fire extinguisher"", ""Elevator"", ""Hot water"", ""Kitchen"", ""Paid parking on premises"", ""Long term stays allowed""]",$134.00,51,4.86,4.92,4.92,4.94,4.9,4.84,4.8,0.42
429790,https://www.airbnb.com/rooms/429790,Just a 5minute walk from the beach!,"<b>The space</b><br />Apartment with 1 room, a few minutes from the airport, near Exponor, Ikea and Marshopping, a few steps from the beach Boa Nova, good for surfing, car parking available for free, fully furnished and equiped, one bed (couple) in the room and a sofa at the living room, kitchen with micro-waves, frigo, washing machine, with TV and Internet.",https://a0.muscache.com/pictures/6596291/8b5c55b6_original.jpg,2136541,within an hour,,Matosinhos e Leça da Palmeira,MATOSINHOS,41.20043,-8.70667,Entire home/apt,3,1,1,"[""Hangers"", ""Wifi"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hair dryer"", ""Heating"", ""Bed linens"", ""Cable TV"", ""Shampoo"", ""Elevator"", ""Hot water"", ""Kitchen"", ""Long term stays allowed""]",$37.00,119,4.62,4.8,4.51,4.9,4.84,4.56,4.72,1.11
